utterance_id,text,emotion
Ses05M_impro06_F005,Yeah.  I'm so sorry.,sadness
Ses01M_script02_1_M042,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,excited
Ses03M_impro05a_M027,Whose daughter are you?,anger
Ses05M_impro03_F016,Where is she right now?,happiness
Ses01F_script02_2_F044,I guess we don't need glasses.,happiness
Ses01F_script03_1_M000,Good God.,fear
Ses01F_impro05_F009,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",anger
Ses05M_script03_2_M025,"You must have let him kiss you quite a good deal more then, huh?",anger
Ses04M_script03_2_M004,"As a matter of fact, the real cause of that row was Peter Burden.",frustration
Ses04F_impro06_F006,It just doesn't seem fair.,sadness
Ses05M_impro03_F030,Oooh,neutral
Ses01M_script03_1_F038,"Utterly, utterly ridiculous.",happiness
Ses03M_script01_3_M035,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sadness
Ses04F_script01_3_M027,You remember overseas I was in command of a company?,sadness
Ses05M_impro01_F014,"Sir, please don't waste my time.",frustration
Ses04F_impro05_F007,Wait.  What?,surprise
Ses04M_impro05_F033,You can go ahead and go fill out the form. We'll look for your bag.,frustration
Ses01F_impro06_M011,You ran through the sprinklers in the cemetery?,neutral
Ses01F_script03_2_F037,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.",anger
Ses03M_script01_3_F013,"Look, I've been ready for a long, long time now.",happiness
Ses01M_impro03_F001,[BREATHING],surprise
Ses01M_impro04_F013,"Well, you know a little.  If you were to listen to--",neutral
Ses05F_impro02_F006,Iraq.,fear
Ses05F_impro06_M020,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",sadness
Ses02M_script03_1_M007,With the most perfect poise.,happiness
Ses01M_impro01_M018,On top of these other two forms of ID which I already have.,frustration
Ses04F_script03_1_M001,I wonder.,fear
Ses01F_script01_1_M020,She's not Larry's girl.,frustration
Ses04F_script01_2_M006,Listen kid.,frustration
Ses01M_script03_1_M022,Ahh...who knows.,happiness
Ses03F_script02_1_M030,For real?,surprise
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses04M_script02_2_F000,"Look at this, goose bumps.",neutral
Ses05M_impro03_M010,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",happiness
Ses04F_impro04_F012,Well don't you understand that this is-,frustration
Ses01F_script02_1_F003,What flashlight?,surprise
Ses05M_impro07_M040,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",excited
Ses04F_script03_1_M002,It must be them then.,fear
Ses03F_impro08_F006,"You're going to have to just be patient with us, sir, as we",neutral
Ses01M_impro01_F021,Do you know how long I've been working here? How long have you lived in California?,anger
Ses02F_script01_1_F021,I'm just saying that--,neutral
Ses04M_impro08_M028,Alright. Take Care.,neutral
Ses01M_script03_1_M030,before your body rots and worms pop out of your eye sockets.,happiness
Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,excited
Ses04M_impro01_M021,Why are you being such a bitch?,frustration
Ses03M_impro02_F004,Where?  Who?  What are you talking about?,surprise
Ses05M_script03_1_M002,Must be them then?,fear
Ses05F_script01_3_M002,Why?,surprise
Ses01M_script03_1_M003,"We're okay, right darling?  Whatever happens, we're okay?",fear
Ses05F_impro02_M008,The kids-,frustration
Ses05F_impro01_M018,"It doesn't work that way here, ma'am.",frustration
Ses01M_impro07_F013,"Oh, you don't like that. You're west-sider?",excited
Ses03M_impro02_F032,Honey I can't do it anymore.,sadness
Ses01F_script03_1_F006,We'll behave exquisitely.,excited
Ses01M_script03_1_M003,"We're okay, right darling?  Whatever happens, we're okay?",fear
Ses02M_script03_1_F015,"Oh dear, should we like that?",sadness
Ses01M_impro01_M023,If it makes you stop acting like a child.,frustration
Ses02M_impro03_M017,"Yea, that way she was guaranteed that she could not say no.",happiness
Ses01M_script02_2_M037,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",sadness
Ses05M_impro05_M008,forever?,surprise
Ses03F_script01_3_M024,I kissed you.,happiness
Ses05M_script01_1b_F001,"What do you mean?  I was the first one up, he was still in bed.",surprise
Ses04F_impro05_F007,Wait.  What?,surprise
Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",anger
Ses04F_script01_1_F009,What?,surprise
Ses04M_script01_1_F012,How are you going to prove it?  Can you prove it?,anger
Ses05F_impro03_M027,"Cool, perfect.  Another Chicagoite, got to love it.",excited
Ses01M_script02_1_M042,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,excited
Ses03M_impro08a_F014,I want to talk to a supervisor,anger
Ses04M_impro06_F007,"How's, um -- how's his parents doing?",sadness
Ses01M_impro07_F033,You're like the rookie? The new kid.,happiness
Ses01M_script02_2_F038,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,surprise
Ses05M_script03_2_F001,Only a trivial little broach.,neutral
Ses05M_impro05_M008,forever?,surprise
Ses05F_impro02_M019,"Your Your mom, you want me to move in with your mom?",surprise
Ses01M_script01_1_F001,When?,surprise
Ses01F_script02_1_M030,For real?,surprise
Ses05F_impro06_F014,"Yeah.  And they were really supportive, like through the whole process, but-",sadness
Ses01M_script01_1_F010,What?,surprise
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses02F_impro01_F022,Do you have a supervisor?,frustration
Ses01F_impro06_M009,Mmhmm.,neutral
Ses01F_script03_2_M013,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,frustration
Ses03M_impro05a_F014,Yes--it is,neutral
Ses01F_impro03_F006,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",happiness
Ses05M_script03_1_M002,Must be them then?,fear
Ses02F_impro05_F010,"Because you don't seem to care very much, you know.",anger
Ses01F_script01_2_M007,You can't read her mind.,frustration
Ses04M_impro05_F002,I'm sorry.,neutral
Ses03M_script02_2_F014,"God, you don't understand anything.",frustration
Ses01M_script02_2_M038,No.  You know what you get?  You know what you get?  You get this.,sadness
Ses04M_impro07_M007,"Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present.",happiness
Ses05M_script03_1_F031,You knew there was nothing in that.,neutral
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses01F_script02_2_F008,"For God- Grow up, Augie.  The fish are not going to arrive.",anger
Ses05M_script02_1_M007,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now.",excited
Ses04M_script02_2_F027,This what?  What is this?  This isn't even anything.,anger
Ses02M_script03_2_F035,You are far too temperamental. Try to control yourself.,anger
Ses03F_script03_2_M002,I remember it well. Bristling with diamonds. In the worst possible taste.,anger
Ses03M_script02_2_F001,It's ridiculous.,anger
Ses05F_impro06_F018,Thank you.,sadness
Ses05M_impro02_F016,"Oh, my God.",fear
Ses05F_impro03_F058,"Yeah, totally.",happiness
Ses05F_script02_1_M025,For real?,surprise
Ses02M_impro07_F027,"Okay. Yes, totally come visit",excited
Ses05M_script03_2_F034,Very well.  If you have to be boorish and idiotic.,anger
Ses03F_script03_2_M011,"I'll have a little, I think.",neutral
Ses05M_script03_2_F042,Beast,anger
Ses01F_impro03_F005,It was at the slot machines.,happiness
Ses02M_impro08_F006,"Sorry. Okay. Um-, yes",neutral
Ses01M_script03_1_M003,"We're okay, right darling?  Whatever happens, we're okay?",fear
Ses02M_script01_1_M016,You know why I brought Annie here don't you?,neutral
Ses03F_script01_1_F017,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",anger
Ses03M_script01_1_F038,You're just going to leave the business?  You have a business here.  You can't do that.,anger
Ses03M_impro08b_F012,I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need,frustration
Ses04M_impro03_F024,This is why men don't plan weddings. [LAUGHTER],happiness
Ses05M_impro03_F005,oh-,happiness
Ses03M_script01_3_M038,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",sadness
Ses01F_script02_1_M011,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",neutral
Ses05M_impro02_F019,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear
Ses01F_impro03_M002,Shut up.  No- in Vegas?,surprise
Ses01M_impro05_M031,Thank you very much.,anger
Ses03F_impro02_F021,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't.",sadness
Ses05F_script01_1_F006,He is thinking about him again.,sadness
Ses02M_script03_1_M000,Good God.,fear
Ses02F_impro07_M010,[LAUGHTER],excited
Ses02M_impro02_M007,"You gotta take care of our baby for me, alright?",sadness
Ses04M_impro05_F024,No one can make the three check thing happen 'cause we don't do that.,frustration
Ses02F_impro01_F001,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses05F_impro08_M024,Really?,surprise
Ses03M_impro05b_F006,Yes.,neutral
Ses03M_impro04_M020,"No.  I'm not going to...yeah, they'd laugh in my face.",frustration
Ses03M_script03_2_F029,You're quite insufferable.  I expect it's because you're drunk.,anger
Ses04F_impro05_M015,sign away your luggage to the,frustration
Ses01F_impro05_M005,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neutral
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses03M_script01_3_M036,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sadness
Ses01M_script03_1_M003,"We're okay, right darling?  Whatever happens, we're okay?",fear
Ses04M_script03_2_M024,"As a matter of fact, that's perfectly true.",anger
Ses02M_script03_2_F005,What of it?,neutral
Ses05F_impro02_M036,"All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures.",sadness
Ses02F_impro01_F006,"Look, I've been waiting in line for a really long time.  I mean, you've seen how long it is.",frustration
Ses05M_script01_3_M001,"So, you're not sorry I came?",excited
Ses01F_script03_2_F001,Oh.  You knew there was nothing in that.,happiness
Ses01F_impro03_M003,Who did you marry?,excited
Ses04M_script02_1_M024,For real?,surprise
Ses05F_impro08_M018,Did they take-,neutral
Ses03F_script03_1_F002,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",fear
Ses05M_script02_2_M011,"Okey, They're just fish.  It's nothing to get traumatized over.",frustration
Ses02M_script02_2_F011,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,anger
Ses05M_script03_1_F002,What do we do?,excited
Ses03F_impro05_F005,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",anger
Ses04F_impro04_F019,Well yeah I mean I like take a shower and stuff.,frustration
Ses05F_impro03_M002,Shut up.,surprise
Ses05F_script03_1_F019,"Well, what if one of us dies, does the other laugh then?",neutral
Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,sadness
Ses04M_script03_2_M024,"As a matter of fact, that's perfectly true.",anger
Ses03F_impro06_F009,"We did everything together, you know.",sadness
Ses05M_script03_2_M022,"Nonsense, they've got a little bag of venom behind their fangs and they snap!",frustration
Ses05F_script03_2_M032,You better turn that off I think.,frustration
Ses02M_script01_3_M004,What?,surprise
Ses04M_script01_1_F008,What?,surprise
Ses03M_impro05b_F024,Okay sir.  I'm sorry you can--um-,frustration
Ses05F_script03_1_M026,"Horrible thing, I hate it.",excited
Ses02F_script03_2_M033,Because it's late and it'll annoy the people upstairs.,frustration
Ses03M_script02_2_M007,Why not?,frustration
Ses03M_impro04_F005,"Well, that's what?  For what job?  Who...what jobs are you looking for?",surprise
Ses01M_impro02_M023,"I really don't want to go, I don't want to go...",sadness
Ses05F_impro03_F048,"I don't want a house, I mean just-",happiness
Ses05F_impro03_M008,Oh my gosh.,excited
Ses02M_script02_2_M021,"Yea. Okay, sure, no. I see. Listen, you want to dance?",neutral
Ses04F_impro05_F019,"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",anger
Ses04M_script03_2_M055,little vampire And I hope to God I never set eyes on you as long as I live.,anger
Ses03M_impro08b_M021,Yes.  You just tell them Brent Backersen sent you.,neutral
Ses05F_impro01_F016,"No, I'm not, I'm sorry.I'm not stupid.",frustration
Ses02F_impro01_F001,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses04M_script02_1_M015,"That's my point, too.",neutral
Ses05M_script02_2_F012,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,sadness
Ses04M_script03_1_F002,What are we to do?,fear
Ses04M_script02_2_M037,"No, I know.  But still.  I know I don't make you happy.",sadness
Ses04M_script03_1_M000,Good God.,fear
Ses05M_impro08_F027,No.  I'm just gonna go have a fantastic day now.,happiness
Ses03F_impro05_M009,Up to a limit of twenty five dollars.,neutral
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses04M_impro06_M012,"I mean, it's just not fair.  Like, I don't know.  Why people -",sadness
Ses01F_impro06_M003,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,sadness
Ses05M_impro07_M024,"Well, I don't know.  I've got to go look for a place.",excited
Ses03F_script01_1_F014,They do come back.,neutral
Ses02F_script03_2_M013,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",anger
Ses05F_script03_2_M041,Very music- amusing indeed.,anger
Ses03F_impro07_M009,oh really?,surprise
Ses01M_impro01_M025,I am not...I'm not getting to back that line.,anger
Ses03F_impro01_F011,[LAUGHTER],frustration
Ses05M_script02_2_F034,"Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon.",happiness
Ses01M_script03_1_M001,I wonder.,fear
Ses01M_script03_1_F014,"Oh, yes meaning just that.",happiness
Ses03M_script02_2_F024,Rather not hope for something.,sadness
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happiness
Ses05M_script02_1_F001,What flashlight?,neutral
Ses05M_script01_1_M025,To hell with that!,anger
Ses01F_script01_3_M032,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",sadness
Ses02F_script02_1_M004,Is that--no--is that just foam?  I can't even tell.,excited
Ses01M_script01_1_M042,"No, you don't.  I'm a pretty tough guy.",sadness
Ses02M_script03_2_F001,"Presents, just a trivial little broach.",excited
Ses01F_script02_2_F042,"Hmm.  I noticed that, it's pretty. Big old white moon.",happiness
Ses03F_impro02_F005,oh.,excited
Ses03M_impro02_M012,Honey you're not going to be by yourself--,sadness
Ses05M_impro02_F001,What?,surprise
Ses04M_impro05_F014,We only cover fifty do-,frustration
Ses02M_script03_2_F014,What?,anger
Ses02M_impro02_F012,"Will you write me letters, paper ones?",sadness
Ses02F_impro03_F030,"Oh, thank you. [LAUGHTER]",happiness
Ses04F_impro07_M023,You- you- you'll find.,neutral
Ses04F_impro03_M019,"It's a light brown, tanish.",neutral
Ses01M_impro05_M006,I've been sitting here for four hours.,anger
Ses05F_impro01_F013,"Please, I don't think that's necessary.  I'm just asking, maybe you could call over and say that somebody miss informed her because I didn't pick to stand in this line.  I asked them where to stand, and they told me here.",frustration
Ses03F_impro02_M010,You know what happened to my cousin. She went and she never came back.,frustration
Ses03F_impro07_M009,oh really?,surprise
Ses01M_script02_1_M041,"They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction...",excited
Ses01M_script01_3_F025,[BREATHING]. Geez.,sadness
Ses03M_script01_2_M005,"Well, so what?",neutral
Ses04M_script03_1_M007,With the mo- with the most perfect poise?,excited
Ses01M_impro07_M022,It's totally a sport. What are you talking about?,surprise
Ses05M_impro02_F016,"Oh, my God.",fear
Ses05M_script01_1_F018,"Well, what do you want me to do?  You're old enough to make- to know your own mind.",anger
Ses04M_script03_1_F021,"Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you.",excited
Ses04M_script02_1_M002,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",excited
Ses02M_script02_1_M018,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",frustration
Ses03M_impro02_M033,Are you kidding me?  No.,surprise
Ses03F_script01_3_M018,You felt something that far back?,happiness
Ses05M_script01_1_F018,"Well, what do you want me to do?  You're old enough to make- to know your own mind.",anger
Ses03F_impro02_M029,"How is she going to feel the first year in school, no mom.",sadness
Ses03M_impro05a_F016,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neutral
Ses03M_impro07_F005,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,surprise
Ses03M_impro08a_M023,Well I'm sure maybe there's a phone at work you could use.,neutral
Ses04M_script01_1_F008,What?,surprise
Ses03F_script03_1_F003,What are we to do?,fear
Ses01M_impro07_F003,Pinch hitting softball.,excited
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses02F_impro06_M005,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",neutral
Ses05M_impro01_F019,They're processed differently.,frustration
Ses04M_script01_1_F002,When?,surprise
Ses02M_impro02_M001,"You won't be. I'll be back; I'll be back before you know it. All right, and",sadness
Ses02F_impro04_M001,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",neutral
Ses05F_impro05_F027,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",frustration
Ses04M_impro07_F000,"What, no way.",surprise
Ses04M_script03_1_F002,What are we to do?,fear
Ses01M_impro05_M005,"Listen, shut your smug mouth, okay?  I don't need that.",anger
Ses02F_script01_1_F035,What the hell is this?,surprise
Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",sadness
Ses01M_script01_3_M033,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",sadness
Ses05F_impro06_F020,Thanks.,sadness
Ses02M_impro04_M022,Right. Thanks for talking to me.,sadness
Ses02M_script02_2_M008,Why not?,frustration
Ses05M_impro02_F019,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sadness
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses04F_impro01_F016,This is your job is to help people like me who need to get a new license.,anger
Ses04F_script03_2_F021,They sting.,anger
Ses01F_impro03_M007,[LAUGHTER] That's really romantic.,happiness
Ses04M_impro04_F015,I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.,neutral
Ses05F_impro07_F030,[LAUGHTER] by yourself.,excited
Ses05M_impro07_M002,Yes! I just found out today.  I just got the letter.,excited
Ses04F_impro05_M018,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over,frustration
Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",excited
Ses04M_script03_1_M000,Good God.,fear
Ses05M_impro02_F015,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear
Ses02M_script02_1_F013,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die.",frustration
Ses01F_script03_2_M004,You went out of your way to torture me over Peter Burden.,neutral
Ses01F_script03_2_M039,You're not.,anger
Ses02M_impro08_F028,Well thank you so much. You've been very helpful. I really appreciate it.,happiness
Ses01F_impro05_F003,"I flew in over three hours ago, I've been in four different lines.",frustration
Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,excited
Ses01M_script01_1_M032,I'll leave.  I'll get married and move somewhere else maybe New York.,frustration
Ses03F_script01_1_F040,"Just, listen. Give it more thought, is all.",frustration
Ses01F_impro05_M028,"Um, actually, I don't know. I don't know. Oh really?",neutral
Ses01F_script03_2_M035,"Amanda, listen, listen.",anger
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sadness
Ses03F_script01_1_M030,Well then I guess it's over then. But from her letters I think she's forgotten him.,neutral
Ses02M_impro07_F028,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",happiness
Ses02F_script03_1_F014,"Well how long will it last us, this ludicrous overbearing love of ours.",neutral
Ses03F_script01_3_M010,"Oh, Annie.",happiness
Ses03M_script02_2_F036,I can't help thinking about being somewhere else.,sadness
Ses05M_script02_2_M033,Really?,surprise
Ses04F_script03_2_F005,What of it?,anger
Ses03F_impro07_F023,"Oh man, I'm so excited. So much to do.",happiness
Ses05F_impro04_F008,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,anger
Ses04M_script01_1_F039,You don't want to think like that.,anger
Ses05M_impro03_M003,"Oh my god, it was just last weekend.",excited
Ses05M_script03_1_M021,"No, no that is quit laughable.  The cutting little mystery all done with mirrors.",excited
Ses02F_impro01_F000,"Hi. Excuse me.  Um, I'd like to put in this application for my registration.",neutral
Ses01F_script03_1_F030,[LAUGHTER] And very much sillier.,happiness
Ses01F_script03_1_M001,I wonder.,fear
Ses05M_script01_1b_M001,He was out here when it broke.,sadness
Ses02F_script02_2_F045,Or not.,happiness
Ses04M_impro07_M013,"So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]",happiness
Ses03M_script01_3_F021,Not like that you're not.,happiness
Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,surprise
Ses04F_impro01_F001,Well I filled out all the forms and I've given them to everyone and they keep sending me to someone else.,frustration
Ses03F_impro05_M004,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",frustration
Ses05M_impro02_F016,"Oh, my God.",fear
Ses01M_script03_1_F038,"Utterly, utterly ridiculous.",happiness
Ses05M_script02_2_M016,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?",neutral
Ses02F_impro03_F000,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?",excited
Ses03F_impro02_M001,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,happiness
Ses01F_script01_1_F002,How could he see it?  I was the first one up; he was still in bed.,surprise
Ses03F_script03_1_F003,What are we to do?,fear
Ses02F_script01_1_F035,What the hell is this?,surprise
Ses05M_impro02_F016,"Oh, my God.",fear
Ses03M_script01_3_F011,"Well,",happiness
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses03M_script02_1_M039,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",excited
Ses02F_script01_1_F017,"I've got an idea, but what's the story?",sadness
Ses02F_script03_2_F018,"Oh, be quiet.",anger
Ses01M_impro02_F002,Are you kidding me?,surprise
Ses01F_script03_2_F021,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.,anger
Ses04M_impro05_F019,I understand that.  I would know if it was mine. Um-,neutral
Ses04M_impro07_F002,I didn't even,excited
Ses05F_impro03_F030,"Knowing the neighborhood.  Yeah, it's pretty bizarre.",happiness
Ses05M_impro02_F016,"Oh, my God.",fear
Ses04F_script01_3_F023,"Yeah, sure.",neutral
Ses03M_impro01_M007,You don't know! you can't write?  You don't know how to write?,frustration
Ses01M_script03_1_M001,I wonder.,fear
Ses01M_script02_2_M033,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",anger
Ses04M_impro07_F011,"Oh, you did not just say that.",happiness
Ses01F_script01_2_F005,"What is going on here, Joe?",anger
Ses01M_script01_1_F003,What was he doing here at four in the morning?,surprise
Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,anger
Ses04F_impro07_F051,Yeah.  It will work out.  Maybe I could work at Red Lobster.,excited
Ses02M_script03_1_M003,"We're all right darling, aren't we whatever happens?",fear
Ses05M_script01_1_F031,What the hell is this?,surprise
Ses03F_script02_2_M037,Yeah?,surprise
Ses03M_impro08a_F009,"That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",frustration
Ses03M_impro07_M007,Yeah.,excited
Ses05M_script03_2_M008,"Well, that's a nice point of view I must say.",anger
Ses05F_impro02_F018,"I don't know, I'm just--I'm trying to think of something.",frustration
Ses01F_script03_1_F022,"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",happiness
Ses02F_script03_1_F001,"Well, nobody know we're here except Freda and she wouldn't ring up.",fear
Ses04F_impro01_M001,"You need a new license, is that what you're telling me?",frustration
Ses05F_impro04_F023,I feel like I have faith and now faith is running thin because there is no money.,sadness
Ses02M_script01_3_F028,What'll I do with a fortune?,happiness
Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sadness
Ses05M_impro02_F023,okay.,sadness
Ses01F_impro01_M004,This form is a Z.X.four.,frustration
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses05M_impro02_F003,You didn't- Did you tell them you have two young children at home?,fear
Ses02M_script02_2_F009,"Twice is every time we've tried, that's ever.",frustration
Ses01M_impro05_F004,"There's no need for you to raise your voice, sir.",neutral
Ses02M_impro02_F008,I'll send you lots of pictures.,sadness
Ses01F_script02_1_F021,Yeah.,frustration
Ses04F_script02_1_F008,There is no point in coming down here.,anger
Ses01M_impro04_F007,...has anyone ever just said anything like that to you before?,neutral
Ses05M_impro08_F016,Okay.,neutral
Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,happiness
Ses03M_impro07_F013,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",happiness
Ses01F_script03_1_M001,I wonder.,fear
Ses02M_script02_2_F022,No.,sadness
Ses01M_impro02_F003,How...,frustration
Ses04M_script03_1_M000,Good God.,fear
Ses01F_script02_2_M039,Yeah?,surprise
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses05M_impro02_F017,But so many people have died.,fear
Ses02M_script01_3_F025,Do you still feel that way?,sadness
Ses05F_impro08_M024,Really?,surprise
Ses01M_script03_1_F002,What we're going to do?,fear
Ses04M_impro08_M010,All I can do for you right now is give you a hundred dollars.,neutral
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses05M_impro05_F010,"No, you have to buy it now.  It's like thirty dollar extra.",neutral
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses04F_impro01_F003,Okay.  I did-,frustration
Ses02M_script03_2_M044,You're not.,anger
Ses05F_impro08_M024,Really?,surprise
Ses02M_script02_1_M022,Why not?,surprise
Ses05M_script01_1_M030,"I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?",frustration
Ses04M_script01_1_M022,"Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things.",anger
Ses04M_impro04_M005,"Yeah, I tried that.  And there was like, yeah, like I did like one thing once.  But, like, that's not -- it doesn't last very long.  And it's not enough to live on.",frustration
Ses05M_impro04_F009,"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just",neutral
Ses01M_script01_3_F025,[BREATHING]. Geez.,sadness
Ses01F_script03_1_F000,Is it them?,fear
Ses05M_script03_1_M002,Must be them then?,fear
Ses04F_script03_1_M002,It must be them then.,fear
Ses03M_impro02_F029,far away and he won't be here.,sadness
Ses05M_impro02_M018,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.,sadness
