session,dialogue,utterance_id,start,end,text,emotion,audio_path,video_dialog_path
Session4,Ses04F_impro07,Ses04F_impro07_M023,103.27,104.84,You- you- you'll find.,neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_M023.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro07.avi
Session5,Ses05F_impro07,Ses05F_impro07_M030,151.02,161.48,"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_M030.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro07.avi
Session3,Ses03M_script02_2,Ses03M_script02_2_F037,359.2836,361.5618,I didn't say that.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_F037.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script02_2.avi
Session1,Ses01M_impro04,Ses01M_impro04_F016,138.5,139.99,Yeah.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_F016.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro04.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_F008,54.42,56.95,Oh. Behave exquisitely...,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F008.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session3,Ses03M_impro08b,Ses03M_impro08b_M012,132.68,138.85,Tell them my name.  My name is Brent Backersen.,neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro08b\Ses03M_impro08b_M012.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro08b.avi
Session1,Ses01F_script01_3,Ses01F_script01_3_F017,159.06,161.23,Every day since.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_3\Ses01F_script01_3_F017.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_3.avi
Session1,Ses01F_script02_1,Ses01F_script02_1_F010,110.77,112.69,I'm cold.,sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_F010.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script02_1.avi
Session5,Ses05F_impro01,Ses05F_impro01_M018,149.42,151.69,"It doesn't work that way here, ma'am.",frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro01\Ses05F_impro01_M018.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro01.avi
Session4,Ses04F_impro04,Ses04F_impro04_F011,114.6,117.48,Clearly everything you're doing is completely wrong.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro04\Ses04F_impro04_F011.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro04.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_M002,14.64,17.43,It must be them then.,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_M002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session3,Ses03F_script01_3,Ses03F_script01_3_F035,414.7775,419.3842,What am I going to do with a fortune?,happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_F035.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_3.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_F040,285.09,287.84,Very much sillier.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F040.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session1,Ses01M_script01_1,Ses01M_script01_1_F002,19.2815,23.92,How could he see it?  I was the first one up and he was still in bed.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_F002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_1.avi
Session5,Ses05M_impro07,Ses05M_impro07_M011,40.51,47.08,"Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other.",excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro07\Ses05M_impro07_M011.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro07.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M001,9.21,11.55,I wonder.,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M001.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session3,Ses03F_script01_2,Ses03F_script01_2_M010,100.225,101.87,Calm yourself.,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_2\Ses03F_script01_2_M010.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_2.avi
Session4,Ses04F_script03_2,Ses04F_script03_2_F031,190.16,193.44,There is no one upstairs.  It's a photographer's studio.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F031.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script03_2.avi
Session2,Ses02M_script01_3,Ses02M_script01_3_M004,41.2628,43.6713,What?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_3\Ses02M_script01_3_M004.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script01_3.avi
Session3,Ses03F_impro04,Ses03F_impro04_F006,44.5475,55.3075,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro04\Ses03F_impro04_F006.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro04.avi
Session4,Ses04F_impro05,Ses04F_impro05_M022,176.53,178.92,"I am the supervisor, ma'am.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro05\Ses04F_impro05_M022.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro05.avi
Session1,Ses01M_impro03,Ses01M_impro03_F017,113.79,116.7,I don't know get it in cash.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F017.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro03.avi
Session5,Ses05F_impro06,Ses05F_impro06_F002,27.9065,35.54,"metastasized and it was old and they knew that it wasn't looking good, but-",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro06\Ses05F_impro06_F002.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro06.avi
Session3,Ses03F_script01_1,Ses03F_script01_1_M030,264.14,270.7175,Well then I guess it's over then. But from her letters I think she's forgotten him.,neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_1\Ses03F_script01_1_M030.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_1.avi
Session1,Ses01F_impro05,Ses01F_impro05_F025,171.09,174.2,"I don't want money, I want my clothes.",anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro05\Ses01F_impro05_F025.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro05.avi
Session4,Ses04F_script02_2,Ses04F_script02_2_F023,216.78,220.61,"Dancing barefoot in the sand, drinking champagne from the bottle.",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F023.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_2.avi
Session5,Ses05F_impro07,Ses05F_impro07_F030,144.47,146.71,[LAUGHTER] by yourself.,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_F030.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro07.avi
Session5,Ses05F_impro04,Ses05F_impro04_F000,5.18,9.76,"Brian, I need help.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro04\Ses05F_impro04_F000.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro04.avi
Session2,Ses02F_impro04,Ses02F_impro04_F006,80.37,91.5702,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F006.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro04.avi
Session2,Ses02F_script03_2,Ses02F_script03_2_M047,246.47,250.62,You're a evil vampire and I hope to God I never see you again as long as I live.,anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_2\Ses02F_script03_2_M047.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_2.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_F002,14.29,16.28,What are we to do?,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F002.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session3,Ses03M_script01_1,Ses03M_script01_1_F046,419.067,422.6352,Yeah.  I can see that.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_F046.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_1.avi
Session4,Ses04M_script03_2,Ses04M_script03_2_F014,82.03,83.9324,"No, thanks.",anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_F014.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_2.avi
Session3,Ses03F_script02_1,Ses03F_script02_1_M018,131.7034,139.0517,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_1\Ses03F_script02_1_M018.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script02_1.avi
Session1,Ses01M_script02_1,Ses01M_script02_1_M000,3.3988,8.55,"What time is it?  God, this is great, isn't it?  I can't believe it.",excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_M000.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script02_1.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_F028,200.7651,205.3307,"Oh it was ridiculous, completely ridiculous.",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_F028.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session3,Ses03M_impro06,Ses03M_impro06_F008,96.6931,98.8348,Oh man.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_F008.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro06.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_F016,98.265,103.4163,"Well, what happens if one of us dies, does the one that's left still laugh?",fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_F016.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session4,Ses04F_script01_2,Ses04F_script01_2_M008,59.85,62.19,You can't read her mind.,neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_2\Ses04F_script01_2_M008.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_2.avi
Session1,Ses01F_impro06,Ses01F_impro06_M002,25.12,26.56,...pick up anything?,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro06\Ses01F_impro06_M002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro06.avi
Session5,Ses05M_script01_2,Ses05M_script01_2_F014,118.61,123.15,Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself.,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_2\Ses05M_script01_2_F014.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script01_2.avi
Session5,Ses05M_impro06,Ses05M_impro06_M008,81.52,89.96,And he's gone now and I  -- I just can't believe it.,sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro06\Ses05M_impro06_M008.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro06.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_F002,16.38,19.74,What we're going to do?,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session1,Ses01M_impro06,Ses01M_impro06_M011,89.295,95.89,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_M011.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro06.avi
Session2,Ses02M_script02_2,Ses02M_script02_2_M035,286.09,288.23,"No, I know. Me neither.",sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_M035.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script02_2.avi
Session2,Ses02M_impro07,Ses02M_impro07_F005,34.8528,36.7393,"Oh my Gosh, that's so cool.",excited,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro07\Ses02M_impro07_F005.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro07.avi
Session2,Ses02M_impro06,Ses02M_impro06_F001,13.4307,18.4542,"Oh my God. Oh my God, I'm so sorry.",surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_F001.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro06.avi
Session2,Ses02F_impro03,Ses02F_impro03_M013,130.9859,137.0738,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M013.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session5,Ses05M_impro02,Ses05M_impro02_F017,152.39,154.99,But so many people have died.,fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F017.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session5,Ses05F_impro06,Ses05F_impro06_M020,178.74,184.46,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro06\Ses05F_impro06_M020.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro06.avi
Session1,Ses01F_script01_1,Ses01F_script01_1_M034,344.4966,350.15,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_1\Ses01F_script01_1_M034.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_1.avi
Session4,Ses04F_script03_1,Ses04F_script03_1_M002,11.43,12.79,It must be them then.,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_1\Ses04F_script03_1_M002.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script03_1.avi
Session1,Ses01M_impro06,Ses01M_impro06_M022,181.8077,184.86,"He was a really, really good guy.",sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_M022.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro06.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_F014,80.03,82.8964,"Oh, yes meaning just that.",happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F014.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session1,Ses01M_script01_3,Ses01M_script01_3_M020,228.28,232.23,Do you want to go somewhere?  Let's go.,sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M020.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_3.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_M039,302.19,308.86,"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_M039.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session3,Ses03M_impro08a,Ses03M_impro08a_F022,167.568,169.7174,That you better be sorry.,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro08a\Ses03M_impro08a_F022.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro08a.avi
Session5,Ses05F_script01_3,Ses05F_script01_3_F023,251.9617,253.9647,Oh gee.,sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_F023.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script01_3.avi
Session2,Ses02F_script01_1,Ses02F_script01_1_F035,281.74,283.66,What the hell is this?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F035.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_1.avi
Session2,Ses02M_script03_2,Ses02M_script03_2_F038,224.449,230.9616,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_F038.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_2.avi
Session4,Ses04F_script01_3,Ses04F_script01_3_F024,201.5808,203.7483,How many?,sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_3\Ses04F_script01_3_F024.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_3.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_M000,7.42,9.32,Good God.,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_M000.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session3,Ses03M_impro07,Ses03M_impro07_F003,18.77,24.835,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro07\Ses03M_impro07_F003.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro07.avi
Session2,Ses02M_script02_2,Ses02M_script02_2_M029,229.51,242.45,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_M029.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script02_2.avi
Session4,Ses04F_impro08,Ses04F_impro08_F013,179.64,180.95,Sir.,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro08\Ses04F_impro08_F013.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro08.avi
Session5,Ses05M_script02_2,Ses05M_script02_2_F037,428.3,441.78,"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry.",happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F037.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script02_2.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_F002,17.2,22.71,It had to happen sooner or later.  What are we going to do?,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_F002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session5,Ses05F_script02_1,Ses05F_script02_1_F018,232.1337,234.46,We didn't see them the first time either.,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_1\Ses05F_script02_1_F018.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script02_1.avi
Session2,Ses02F_script01_1,Ses02F_script01_1_F035,281.74,283.66,What the hell is this?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F035.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_1.avi
Session1,Ses01F_script01_2,Ses01F_script01_2_F004,44.35,46.3,It's got that about it.,anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_2\Ses01F_script01_2_F004.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_2.avi
Session1,Ses01M_script03_2,Ses01M_script03_2_F031,258.3,259.52,Why?,anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_F031.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_2.avi
Session1,Ses01F_impro03,Ses01F_impro03_F013,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F013.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session3,Ses03M_impro02,Ses03M_impro02_F020,132.4585,134.6074,I know.,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro02\Ses03M_impro02_F020.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro02.avi
Session2,Ses02F_script01_3,Ses02F_script01_3_F022,196.69,198.64,It wouldn't work this way.,sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F022.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_3.avi
Session2,Ses02M_impro08,Ses02M_impro08_F011,88.8844,95.1091,"and it was like something like eight hundred dollars. I don't remember. It was just a lot and I have thing in front of me right now, but-",frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro08\Ses02M_impro08_F011.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro08.avi
Session1,Ses01F_script02_2,Ses01F_script02_2_F046,463.6525,466.1765,"Augie, I'm sorry.",sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_2\Ses01F_script02_2_F046.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script02_2.avi
Session5,Ses05F_impro05,Ses05F_impro05_F022,202.3531,208.07,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_F022.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro05.avi
Session1,Ses01M_impro03,Ses01M_impro03_M004,17.28,26.54,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_M004.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro03.avi
Session2,Ses02F_script02_2,Ses02F_script02_2_M019,183.18,192.22,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_M019.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_2.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_F001,10.58,13.54,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session5,Ses05F_impro02,Ses05F_impro02_M014,103.9163,108.13,I don't understand why they would just do something like this?,anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M014.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro02.avi
Session4,Ses04F_impro07,Ses04F_impro07_F052,264.12,266.75,I know.  Right down the street.,excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F052.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro07.avi
Session1,Ses01F_impro07,Ses01F_impro07_F012,94.86,100.74,So I get to mold young minds. Mrs.?  That's my mother.,excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro07\Ses01F_impro07_F012.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro07.avi
Session1,Ses01M_impro04,Ses01M_impro04_F003,31.256,34.4725,There's a lot of people looking for jobs.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_F003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro04.avi
Session4,Ses04F_impro02,Ses04F_impro02_F022,263.39,266.033,That's how you want to leave it?,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro02\Ses04F_impro02_F022.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro02.avi
Session4,Ses04M_impro04,Ses04M_impro04_M012,122.44,133.2,"-- I mean, I don't understand.  It's like -- I mean, I feel like I'm qualified enough.  I just don't understand.  Like, I mean, it's just like a matter of circumstance, but it's been three years, you know, three years.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro04\Ses04M_impro04_M012.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro04.avi
Session1,Ses01F_script03_2,Ses01F_script03_2_F037,272.73,283.08,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.",anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_F037.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_2.avi
Session4,Ses04F_impro02,Ses04F_impro02_F009,123.06,132.5883,And now- and now it's really shitty timing but now I have to go.,sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro02\Ses04F_impro02_F009.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro02.avi
Session4,Ses04F_impro03,Ses04F_impro03_M039,213.47,217.89,"You're my best friend, we're growing up and now you're getting married. that's amazing",excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M039.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro03.avi
